t,x,y
0.0,26.8772,15.439599999999999
0.03333333333333333,26.865599999999997,15.427999999999999
0.06666666666666667,26.854,15.4164
0.1,26.842399999999998,15.381599999999999
0.13333333333333333,26.842399999999998,15.312
0.16666666666666666,26.830799999999996,15.288799999999998
0.2,26.830799999999996,15.288799999999998
0.23333333333333334,26.830799999999996,15.288799999999998
0.26666666666666666,26.842399999999998,15.277199999999999
0.3,26.854,15.277199999999999
0.3333333333333333,26.854,15.254
0.36666666666666664,26.842399999999998,15.230799999999999
0.4,26.842399999999998,15.196
0.43333333333333335,26.842399999999998,15.184399999999998
0.4666666666666667,26.854,15.196
0.5,26.865599999999997,15.184399999999998
0.5333333333333333,26.8888,15.184399999999998
0.5666666666666667,26.8888,15.184399999999998
0.6,26.8888,15.172799999999999
0.6333333333333333,26.900399999999998,15.126399999999999
